,time,temp,plant,plant_number,location
296,2025-06-19 17:00:00,47.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
297,2025-06-19 18:00:00,46.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
298,2025-06-19 19:00:00,42.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
299,2025-06-19 20:00:00,38.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
300,2025-06-19 21:00:00,35.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
301,2025-06-19 22:00:00,33.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
302,2025-06-19 23:00:00,32.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
303,2025-06-20 00:00:00,30.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
304,2025-06-20 01:00:00,28.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
305,2025-06-20 02:00:00,27.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
306,2025-06-20 03:00:00,26.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
307,2025-06-20 04:00:00,25.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
308,2025-06-20 05:00:00,23.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
309,2025-06-20 06:00:00,23.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
310,2025-06-20 07:00:00,30.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
311,2025-06-20 08:00:00,39.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
312,2025-06-20 09:00:00,42.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
313,2025-06-20 10:00:00,44.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
314,2025-06-20 11:00:00,46.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
315,2025-06-20 12:00:00,46.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
316,2025-06-20 13:00:00,47.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
317,2025-06-20 14:00:00,46.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
318,2025-06-20 15:00:00,46.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
319,2025-06-20 16:00:00,44.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
320,2025-06-20 17:00:00,43.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
321,2025-06-20 18:00:00,42.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
322,2025-06-20 19:00:00,39.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
323,2025-06-20 20:00:00,35.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
324,2025-06-20 21:00:00,33.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
325,2025-06-20 22:00:00,32.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
326,2025-06-20 23:00:00,31.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
327,2025-06-21 00:00:00,30.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
328,2025-06-21 01:00:00,30.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
329,2025-06-21 02:00:00,29.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
330,2025-06-21 03:00:00,28.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
331,2025-06-21 04:00:00,27.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
332,2025-06-21 05:00:00,26.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
333,2025-06-21 06:00:00,25.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
334,2025-06-21 07:00:00,31.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
335,2025-06-21 08:00:00,37.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
336,2025-06-21 09:00:00,40.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
337,2025-06-21 10:00:00,41.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
338,2025-06-21 11:00:00,43.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
339,2025-06-21 12:00:00,45.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
340,2025-06-21 13:00:00,44.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
341,2025-06-21 14:00:00,44.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
342,2025-06-21 15:00:00,44.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
343,2025-06-21 16:00:00,42.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
344,2025-06-21 17:00:00,41.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
345,2025-06-21 18:00:00,40.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
346,2025-06-21 19:00:00,37.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
347,2025-06-21 20:00:00,34.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
348,2025-06-21 21:00:00,32.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
349,2025-06-21 22:00:00,30.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
350,2025-06-21 23:00:00,29.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
351,2025-06-22 00:00:00,28.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
352,2025-06-22 01:00:00,26.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
353,2025-06-22 02:00:00,25.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
354,2025-06-22 03:00:00,25.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
355,2025-06-22 04:00:00,24.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
356,2025-06-22 05:00:00,24.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
357,2025-06-22 06:00:00,24.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
358,2025-06-22 07:00:00,29.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
359,2025-06-22 08:00:00,34.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
360,2025-06-22 09:00:00,38.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
361,2025-06-22 10:00:00,39.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
362,2025-06-22 11:00:00,41.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
363,2025-06-22 12:00:00,43.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
364,2025-06-22 13:00:00,42.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
365,2025-06-22 14:00:00,42.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
366,2025-06-22 15:00:00,42.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
367,2025-06-22 16:00:00,41.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
368,2025-06-22 17:00:00,41.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
369,2025-06-22 18:00:00,39.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
370,2025-06-22 19:00:00,36.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
371,2025-06-22 20:00:00,32.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
372,2025-06-22 21:00:00,31.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
373,2025-06-22 22:00:00,29.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
374,2025-06-22 23:00:00,28.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
375,2025-06-23 00:00:00,26.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
376,2025-06-23 01:00:00,25.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
377,2025-06-23 02:00:00,24.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
378,2025-06-23 03:00:00,23.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
379,2025-06-23 04:00:00,23.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
380,2025-06-23 05:00:00,22.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
381,2025-06-23 06:00:00,21.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
382,2025-06-23 07:00:00,29.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
383,2025-06-23 08:00:00,35.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
384,2025-06-23 09:00:00,39.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
385,2025-06-23 10:00:00,40.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
386,2025-06-23 11:00:00,42.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
387,2025-06-23 12:00:00,42.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
388,2025-06-23 13:00:00,44.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
389,2025-06-23 14:00:00,43.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
390,2025-06-23 15:00:00,43.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
391,2025-06-23 16:00:00,42.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
392,2025-06-23 17:00:00,41.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
393,2025-06-23 18:00:00,40.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
394,2025-06-23 19:00:00,37.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
395,2025-06-23 20:00:00,33.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
396,2025-06-23 21:00:00,31.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
397,2025-06-23 22:00:00,30.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
398,2025-06-23 23:00:00,29.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
399,2025-06-24 00:00:00,28.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
400,2025-06-24 01:00:00,26.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
401,2025-06-24 02:00:00,26.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
402,2025-06-24 03:00:00,25.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
403,2025-06-24 04:00:00,23.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
404,2025-06-24 05:00:00,22.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
405,2025-06-24 06:00:00,21.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
406,2025-06-24 07:00:00,28.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
407,2025-06-24 08:00:00,36.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
408,2025-06-24 09:00:00,39.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
409,2025-06-24 10:00:00,41.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
410,2025-06-24 11:00:00,43.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
411,2025-06-24 12:00:00,44.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
412,2025-06-24 13:00:00,45.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
413,2025-06-24 14:00:00,45.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
414,2025-06-24 15:00:00,44.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
415,2025-06-24 16:00:00,43.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
416,2025-06-24 17:00:00,42.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
417,2025-06-24 18:00:00,41.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
418,2025-06-24 19:00:00,37.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
419,2025-06-24 20:00:00,33.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
420,2025-06-24 21:00:00,30.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
421,2025-06-24 22:00:00,29.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
422,2025-06-24 23:00:00,28.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
423,2025-06-25 00:00:00,27.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
424,2025-06-25 01:00:00,26.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
425,2025-06-25 02:00:00,25.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
426,2025-06-25 03:00:00,23.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
427,2025-06-25 04:00:00,21.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
428,2025-06-25 05:00:00,21.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
429,2025-06-25 06:00:00,20.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
430,2025-06-25 07:00:00,28.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
431,2025-06-25 08:00:00,35.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
432,2025-06-25 09:00:00,40.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
433,2025-06-25 10:00:00,43.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
434,2025-06-25 11:00:00,44.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
435,2025-06-25 12:00:00,45.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
436,2025-06-25 13:00:00,45.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
437,2025-06-25 14:00:00,46.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
438,2025-06-25 15:00:00,46.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
439,2025-06-25 16:00:00,45.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
440,2025-06-25 17:00:00,43.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
441,2025-06-25 18:00:00,41.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
442,2025-06-25 19:00:00,37.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
443,2025-06-25 20:00:00,34.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
444,2025-06-25 21:00:00,31.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
445,2025-06-25 22:00:00,28.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
446,2025-06-25 23:00:00,27.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
447,2025-06-26 00:00:00,26.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
448,2025-06-26 01:00:00,25.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
449,2025-06-26 02:00:00,24.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
450,2025-06-26 03:00:00,23.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
451,2025-06-26 04:00:00,22.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
452,2025-06-26 05:00:00,22.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
453,2025-06-26 06:00:00,21.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
454,2025-06-26 07:00:00,28.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
455,2025-06-26 08:00:00,37.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
456,2025-06-26 09:00:00,41.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
457,2025-06-26 10:00:00,43.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
458,2025-06-26 11:00:00,45.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
459,2025-06-26 12:00:00,46.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
460,2025-06-26 13:00:00,47.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
461,2025-06-26 14:00:00,48.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
462,2025-06-26 15:00:00,47.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
463,2025-06-26 16:00:00,46.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
464,2025-06-26 17:00:00,44.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
465,2025-06-26 18:00:00,43.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
466,2025-06-26 19:00:00,39.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
467,2025-06-26 20:00:00,35.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
468,2025-06-26 21:00:00,32.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
469,2025-06-26 22:00:00,30.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
470,2025-06-26 23:00:00,29.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
471,2025-06-27 00:00:00,27.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
472,2025-06-27 01:00:00,26.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
473,2025-06-27 02:00:00,25.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
474,2025-06-27 03:00:00,24.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
475,2025-06-27 04:00:00,23.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
476,2025-06-27 05:00:00,22.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
477,2025-06-27 06:00:00,22.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
478,2025-06-27 07:00:00,29.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
479,2025-06-27 08:00:00,37.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
480,2025-06-27 09:00:00,42.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
481,2025-06-27 10:00:00,44.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
482,2025-06-27 11:00:00,47.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
483,2025-06-27 12:00:00,48.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
484,2025-06-27 13:00:00,48.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
485,2025-06-27 14:00:00,48.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
486,2025-06-27 15:00:00,47.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
487,2025-06-27 16:00:00,46.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
488,2025-06-27 17:00:00,44.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
489,2025-06-27 18:00:00,44.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
490,2025-06-27 19:00:00,40.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
491,2025-06-27 20:00:00,36.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
492,2025-06-27 21:00:00,34.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
493,2025-06-27 22:00:00,31.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
494,2025-06-27 23:00:00,30.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
495,2025-06-28 00:00:00,30.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
496,2025-06-28 01:00:00,29.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
497,2025-06-28 02:00:00,28.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
498,2025-06-28 03:00:00,28.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
499,2025-06-28 04:00:00,27.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
500,2025-06-28 05:00:00,26.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
501,2025-06-28 06:00:00,25.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
502,2025-06-28 07:00:00,31.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
503,2025-06-28 08:00:00,39.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
504,2025-06-28 09:00:00,42.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
505,2025-06-28 10:00:00,45.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
506,2025-06-28 11:00:00,47.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
507,2025-06-28 12:00:00,49.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
508,2025-06-28 13:00:00,48.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
509,2025-06-28 14:00:00,50.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
510,2025-06-28 15:00:00,48.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
511,2025-06-28 16:00:00,48.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
512,2025-06-28 17:00:00,47.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
513,2025-06-28 18:00:00,46.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
514,2025-06-28 19:00:00,42.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
515,2025-06-28 20:00:00,38.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
516,2025-06-28 21:00:00,36.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
517,2025-06-28 22:00:00,34.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
518,2025-06-28 23:00:00,33.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
519,2025-06-29 00:00:00,33.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
520,2025-06-29 01:00:00,31.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
521,2025-06-29 02:00:00,31.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
522,2025-06-29 03:00:00,30.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
523,2025-06-29 04:00:00,29.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
524,2025-06-29 05:00:00,27.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
525,2025-06-29 06:00:00,27.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
526,2025-06-29 07:00:00,33.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
527,2025-06-29 08:00:00,40.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
528,2025-06-29 09:00:00,44.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
529,2025-06-29 10:00:00,47.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
530,2025-06-29 11:00:00,49.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
531,2025-06-29 12:00:00,51.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
532,2025-06-29 13:00:00,51.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
533,2025-06-29 14:00:00,51.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
534,2025-06-29 15:00:00,50.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
535,2025-06-29 16:00:00,49.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
536,2025-06-29 17:00:00,48.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
537,2025-06-29 18:00:00,47.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
538,2025-06-29 19:00:00,43.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
539,2025-06-29 20:00:00,39.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
540,2025-06-29 21:00:00,37.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
541,2025-06-29 22:00:00,36.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
542,2025-06-29 23:00:00,35.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
543,2025-06-30 00:00:00,34.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
544,2025-06-30 01:00:00,33.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
545,2025-06-30 02:00:00,32.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
546,2025-06-30 03:00:00,31.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
547,2025-06-30 04:00:00,30.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
548,2025-06-30 05:00:00,28.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
549,2025-06-30 06:00:00,29.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
550,2025-06-30 07:00:00,36.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
551,2025-06-30 08:00:00,40.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
552,2025-06-30 09:00:00,46.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
553,2025-06-30 10:00:00,48.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
554,2025-06-30 11:00:00,50.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
555,2025-06-30 12:00:00,51.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
556,2025-06-30 13:00:00,51.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
557,2025-06-30 14:00:00,54.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
558,2025-06-30 15:00:00,52.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
559,2025-06-30 16:00:00,50.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
560,2025-06-30 17:00:00,49.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
561,2025-06-30 18:00:00,48.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
562,2025-06-30 19:00:00,44.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
563,2025-06-30 20:00:00,40.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
564,2025-06-30 21:00:00,38.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
565,2025-06-30 22:00:00,37.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
566,2025-06-30 23:00:00,36.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
567,2025-07-01 00:00:00,35.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
568,2025-07-01 01:00:00,34.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
569,2025-07-01 02:00:00,34.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
570,2025-07-01 03:00:00,33.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
571,2025-07-01 04:00:00,31.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
572,2025-07-01 05:00:00,30.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
573,2025-07-01 06:00:00,29.9,A. deltoidea,A. deltoidea 1,Cottonwood Creek
574,2025-07-01 07:00:00,34.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
575,2025-07-01 08:00:00,39.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
576,2025-07-01 09:00:00,42.6,A. deltoidea,A. deltoidea 1,Cottonwood Creek
577,2025-07-01 10:00:00,44.8,A. deltoidea,A. deltoidea 1,Cottonwood Creek
578,2025-07-01 11:00:00,47.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
579,2025-07-01 12:00:00,49.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
580,2025-07-01 13:00:00,49.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
581,2025-07-01 14:00:00,49.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
582,2025-07-01 15:00:00,50.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
583,2025-07-01 16:00:00,48.1,A. deltoidea,A. deltoidea 1,Cottonwood Creek
584,2025-07-01 17:00:00,47.4,A. deltoidea,A. deltoidea 1,Cottonwood Creek
585,2025-07-01 18:00:00,45.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
586,2025-07-01 19:00:00,42.7,A. deltoidea,A. deltoidea 1,Cottonwood Creek
587,2025-07-01 20:00:00,39.0,A. deltoidea,A. deltoidea 1,Cottonwood Creek
588,2025-07-01 21:00:00,37.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
589,2025-07-01 22:00:00,36.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
590,2025-07-01 23:00:00,35.5,A. deltoidea,A. deltoidea 1,Cottonwood Creek
591,2025-07-02 00:00:00,35.2,A. deltoidea,A. deltoidea 1,Cottonwood Creek
592,2025-07-02 01:00:00,34.3,A. deltoidea,A. deltoidea 1,Cottonwood Creek
